Time,PtfmTDX_Floater,PtfmTDY_Floater,PtfmTDZ_Floater,PtfmRDX_Floater,PtfmRDY_Floater,PtfmRDZ_Floater,Vx_Floater_local,Vy_Floater_local,Vz_Floater_local,Wx_Floater,Wy_Floater,Wz_Floater
5.5,26.13511685522318,-44.894847947831686,15.881243706195447,0.006289184559136629,-1.5676223039627075,0.04475397244095802,0.01510364323553856,-0.030415337397608166,-0.08741738168826613,0.02351919189095497,-0.015490698628127573,-0.051179587841033936
5.75,26.138306212588606,-44.901411267412236,15.857445321318352,0.012602319940924644,-1.5709075927734375,0.033211711794137955,0.010410820418478661,-0.02211483747649774,-0.10298261141778677,0.024454986676573753,-0.010809472762048244,-0.04114353284239769
6.0,26.140316614569567,-44.90555490727623,15.83002802917505,0.01908842846751213,-1.573037028312683,0.024502914398908615,0.005674224033969265,-0.011053419923992955,-0.11636938181146282,0.025518748909235,-0.00624774768948555,-0.028510579839348793
6.25,26.14109539884291,-44.90668626398876,15.799533475946932,0.025798227638006214,-1.5740330219268799,0.019103430211544037,0.0005606286061605772,0.0019904701734431347,-0.12760292823243632,0.026969531551003456,-0.0017376365140080452,-0.014669225551187994
6.5,26.140504306557805,-44.9044385691386,15.766511141110518,0.03282342106103897,-1.5739036798477173,0.017120948061347008,-0.005282538554903412,0.015987926088478804,-0.13659306357792586,0.0287939514964819,0.0027633202262222767,-0.0011765988310799003
6.75,26.138325746782137,-44.89872058747496,15.73154994299127,0.040229570120573044,-1.572655439376831,0.01827725395560265,-0.012137441311704683,0.029762344430471294,-0.14311742605500333,0.03070986270904541,0.007230997085571289,0.010436647571623325
7.0,26.13429262655932,-44.88973700598707,15.695304740610744,0.04799605906009674,-1.5703074932098389,0.021942123770713806,-0.020119490177248844,0.04212189263488897,-0.1468675317504687,0.03223062679171562,0.011578741483390331,0.018884334713220596
7.25,26.128134907628976,-44.8779799088648,15.658503652641432,0.055984530597925186,-1.5669095516204834,0.0272193793207407,-0.029136032037825037,0.051958451734127824,-0.1475664025249139,0.032840427011251457,0.01564938575029373,0.02332458831369877
7.5,26.119633441939623,-44.86419211512918,15.621926436288085,0.06394489109516144,-1.5625540018081665,0.03307460620999336,-0.0388730028284904,0.058372884295867684,-0.14507681136416448,0.032131507992744446,0.019251959398388863,0.02349376305937767
7.75,26.108673780020737,-44.84929520271352,15.586363341109083,0.0715426355600357,-1.5573736429214478,0.03848396614193916,-0.048806661293994934,0.06083346640236251,-0.139451699957548,0.029839832335710526,0.02224978432059288,0.01974114030599594
8.0,26.095285811339664,-44.834288981951765,15.552564020000125,0.07840035855770111,-1.5515267848968506,0.04257800057530403,-0.05830470010324447,0.059246050729053715,-0.13096351009926724,0.025921454653143883,0.02457522414624691,0.01295407209545374
8.25,26.079658863796382,-44.82014259071825,15.521176731322893,0.08415693044662476,-1.5451672077178955,0.04475212097167969,-0.06672690335934373,0.054000221672041104,-0.12008696304869437,0.020549394190311432,0.02625942975282669,0.004396816249936819
